run,sen,spe,fn,fp,acc
sampling0_fold0,0.5,0.92,0.5,0.08,0.7441860465116279
sampling0_fold1,0.3888888888888889,1.0,0.6111111111111112,0.0,0.7441860465116279
sampling1_fold0,0.4117647058823529,0.9615384615384616,0.5882352941176471,0.038461538461538464,0.7441860465116279
sampling1_fold1,0.3684210526315789,1.0,0.631578947368421,0.0,0.7209302325581395
sampling2_fold0,0.42857142857142855,1.0,0.5714285714285714,0.0,0.7209302325581395
sampling2_fold1,0.5333333333333333,1.0,0.4666666666666667,0.0,0.8372093023255814
sampling3_fold0,0.5555555555555556,1.0,0.4444444444444444,0.0,0.813953488372093
sampling3_fold1,0.1111111111111111,1.0,0.8888888888888888,0.0,0.627906976744186
sampling4_fold0,0.6428571428571429,0.9655172413793104,0.35714285714285715,0.034482758620689655,0.8604651162790697
sampling4_fold1,0.45454545454545453,0.9523809523809523,0.5454545454545454,0.047619047619047616,0.6976744186046512
sampling5_fold0,0.5714285714285714,0.9545454545454546,0.42857142857142855,0.045454545454545456,0.7674418604651163
sampling5_fold1,0.4,1.0,0.6,0.0,0.7906976744186046
sampling6_fold0,0.5294117647058824,1.0,0.47058823529411764,0.0,0.813953488372093
sampling6_fold1,0.47368421052631576,0.9583333333333334,0.5263157894736842,0.041666666666666664,0.7441860465116279
sampling7_fold0,0.2,1.0,0.8,0.0,0.627906976744186
sampling7_fold1,1.0,0.07407407407407407,0.0,0.9259259259259259,0.4186046511627907
sampling8_fold0,0.5,1.0,0.5,0.0,0.7906976744186046
sampling8_fold1,0.4444444444444444,1.0,0.5555555555555556,0.0,0.7674418604651163
sampling9_fold0,0.16666666666666666,1.0,0.8333333333333334,0.0,0.6511627906976745
sampling9_fold1,0.1111111111111111,1.0,0.8888888888888888,0.0,0.627906976744186
mean,0.43958977211299183,0.9393194758625792,0.5604102278870081,0.060680524137420686,0.725581395348837
std,0.19143025382552337,0.19503778036973318,0.19143025382552337,0.1950377803697332,0.09483289629599634
